[18, 18, 18, 18, 18, 18, 18, 20, 18, 18, 18, 18, 18, 18, 23, 5, 17, 11, 1, 19, 11, 11, 11, 11]
[18, 18, 18, 18, 18, 18, 18, 4, 18, 18, 18, 18, 18, 18, 23, 5, 17, 11, 1, 15, 11, 11, 11, 11]
[18, 18, 18, 18, 18, 18, 18, 23, 18, 20, 18, 18, 18, 18, 2, 15, 17, 18, 21, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 21, 4, 17, 7, 4, 4, 4, 4]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 13, 18, 18, 18, 18, 8, 9, 17, 18, 21, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 18, 14, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 3, 4, 18, 18, 14, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 3, 9, 18, 18, 18, 0, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 18, 18, 18, 14, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 13, 18, 20, 18, 18, 18, 18, 2, 12, 4, 18, 5, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 3, 9, 18, 13, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 9, 18, 13, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 0, 9, 18, 13, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 15, 17, 18, 22, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 5, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 21, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 3, 9, 18, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 18, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 4, 18, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 8, 15, 17, 18, 21, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 8, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 8, 12, 4, 18, 21, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 0, 9, 4, 1, 21, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 3, 12, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 8, 12, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 3, 9, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 11, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 11, 18, 18, 18, 18, 18, 18, 2, 12, 21, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 21, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 23, 18, 18, 18, 18, 18, 18, 2, 12, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 23, 18, 18, 18, 18, 18, 18, 0, 9, 4, 18, 18, 18, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 0, 18, 18, 18, 18, 18, 18, 2, 16, 4, 18, 9, 14, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 23, 18, 18, 18, 18, 18, 18, 22, 12, 4, 18, 17, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 23, 18, 18, 18, 18, 18, 18, 8, 15, 17, 18, 21, 7, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 20, 18, 18, 18, 18, 3, 9, 18, 18, 18, 0, 1, 1, 1, 1]
[18, 18, 18, 18, 18, 18, 18, 18, 18, 13, 18, 18, 18, 18, 8, 9, 21, 18, 22, 18, 1, 1, 1, 1]
